------Authors-----

vertex_id,DBLP_id,name
956,26286,Risto Miikkulainen
957,26295,Shumeet Baluja
958,26311,Rina Dechter
959,26313,Jing Peng
960,26318,Didier Dubois
961,26322,Chitta Baral
962,26323,Jérôme Lang
963,26328,Tran Cao Son
964,26338,Anthony G. Cohn
965,26342,Pascal Van Hentenryck
966,26379,Adele E. Howe
967,26381,Wai Lam
968,26386,Cynthia Breazeal
969,26396,Shlomo Zilberstein
970,26409,Hector Geffner
971,26413,Anthony J. Bonner
972,26415,Christian Bessière
973,26418,Marie-Odile Cordier
974,26421,Barry O'Sullivan
975,26426,Toby Walsh
976,26430,Alina Beygelzimer
977,26431,John Langford
978,26432,Bianca Zadrozny
979,26436,Abdel-Illah Mouaddib
980,26445,Charles Lee Isbell Jr.
981,26450,Raj Bhatnagar
982,26455,Lihong Li
983,26456,Michael L. Littman
984,26468,Ronen I. Brafman
985,26471,Duane Szafron
986,26477,Moisés Goldszmidt
987,26500,Andrew McCallum
988,26504,Michael H. Bowling
989,26517,Brian C. Williams
990,26519,Andrew W. Moore
991,26534,Hector J. Levesque
992,26549,Carmel Domshlak
993,26551,Solomon Eyal Shimony
994,26566,Benjamin W. Wah
995,26581,Fangzhen Lin
996,26590,Gregory Dudek
997,26598,Dan Roth
998,26610,Tim Oates
999,26612,Simon Kasif
1000,26619,Carla E. Brodley
1001,26622,Jennifer G. Dy
1002,26645,Ioannis Tsamardinos
1003,26646,Constantin F. Aliferis
1004,26670,Werner Nutt
1005,26681,Svetha Venkatesh
1006,26686,Nathan R. Sturtevant
1007,26691,Dieter Fox
1008,26693,Gerhard Lakemeyer
1009,26725,James P. Callan
1010,26726,Paul E. Utgoff
1011,26736,Jaime G. Carbonell
1012,26740,Claire Cardie
1013,26745,David Carmel
1014,26746,Shaul Markovitch
1015,26750,Victor R. Lesser
1016,26754,Leslie Pack Kaelbling
1017,26763,Jesús Cerquides
1018,26764,Ramon López de Mántaras
1019,26765,Amedeo Cesta
1020,26766,Angelo Oddi
1021,26767,Stephen F. Smith
1022,26776,Xiaoyong Chai
1023,26778,Ronald Parr
1024,26790,Hwee Tou Ng
1025,26813,Peter D. Karp
1026,26822,Hsinchun Chen
1027,26841,David Maxwell Chickering
1028,26843,Steve A. Chien
1029,26860,Paul S. Rosenbloom
1030,26867,Reid G. Simmons
1031,26876,Tat-Seng Chua
1032,26893,Benjamin Kuipers
1033,26905,Maria Fox
1034,26907,Derek Long
1035,26912,Paul R. Cohen
1036,26931,Niall M. Adams
1037,26932,Yoram Singer
1038,26942,Dennis DeCoste
1039,26955,Boi Faltings
1040,26989,Norman Y. Foo
1041,26996,Mark Craven
1042,27007,Peter F. Patel-Schneider
1043,27020,Mayur Datar
1044,27022,James P. Delgrande
1045,27026,James Cussens
1046,27027,Ashwin Srinivasan
1047,27044,Guang Dai
1048,27045,Dit-Yan Yeung
1049,27058,Alex Rogers
1050,27063,Gregory M. Provan
1051,27079,Ian Davidson
1052,27085,S. S. Ravi
1053,27086,Andrew Y. Ng
1054,27106,Dana Angluin
1055,27115,Robert Givan
1056,27128,Arthur L. Delcher
1057,27132,Maurice Pagnucco
1058,27150,Ashwin Ram
1059,27163,Chris H. Q. Ding
1060,27173,Johan de Kleer
1061,27185,Michael J. Pazzani
1062,27218,Susan T. Dumais
1063,27231,Eugene C. Freuder
1064,27241,Hans Tompits
1065,27275,Tapio Elomaa
1066,27277,Juho Rousu
1067,27284,Michael P. Wellman
1068,27291,Jeffrey S. Rosenschein
1069,27294,Esra Erdem
1070,27307,Josep Lluís Arcos
1071,27314,Oren Etzioni
1072,27320,Stephen Soderland
1073,27326,Ronald Fagin
1074,27329,Geoffrey E. Hinton
1075,27341,John Yen
1076,27345,Jimmy Ho-Man Lee
1077,27346,Peter J. Stuckey
1078,27348,Hélène Fargier
1079,27371,Ariel Felner
1080,27373,Robert C. Holte
1081,27375,Eric A. Hansen
1082,27385,Alan Fern
1083,27388,Doina Precup
1084,27416,Douglas H. Fisher
1085,27465,Nicholas Kushmerick
1086,27474,Avi Pfeffer
1087,27476,Ron Kohavi
1088,27494,Naonori Ueda
1089,27495,Kazumi Saito
1090,27507,Sven Koenig
1091,27511,Evgeniy Gabrilovich
1092,27521,Antony Galton
1093,27543,Marie desJardins
1094,27570,Michael R. Genesereth
1095,27572,Ian P. Gent
1096,27577,Richard S. Sutton
1097,27583,Geoffrey J. Gordon
1098,27591,Lise Getoor
1099,27603,C. Lee Giles
1100,27604,Steve Lawrence
1101,27621,David A. McAllester
1102,27631,Moshe Koppel
1103,27635,Naftali Tishby
1104,27692,Reinhard Pichler
1105,27693,Fang Wei
1106,27710,Russell Greiner
1107,27714,Igor Jurisica
1108,27737,Philip M. Long
1109,27747,Henrik Grosskreutz
1110,27751,Ching Y. Suen
1111,27752,Dale Schuurmans
1112,27756,Lyle H. Ungar
1113,27761,Carlos Guestrin
1114,27763,Ramanathan V. Guha
1115,27810,Isaac S. Kohane
1116,27818,Lawrence O. Hall
1117,27824,Kyungsook Han
1118,27847,Lawrence Hunter
1119,27848,David J. States
1120,27851,David Jensen
1121,27864,Alexander G. Hauptmann
1122,27867,Milos Hauskrecht
1123,27868,David Haussler
1124,27881,Sandip Sen
1125,27884,Eric Horvitz
1126,27899,Joseph L. Hellerstein
1127,27908,Javier Larrosa
1128,27922,Hiroaki Kitano
1129,27939,Nathalie Japkowicz
1130,27940,Nina Mishra
1131,27943,Finnegan Southey
1132,27946,Franz Wotawa
1133,27984,Wen-tau Yih
1134,27985,Jinbo Huang
1135,28010,John E. Laird
1136,28020,Joelle Pineau
1137,28049,Michael J. Kearns
1138,28050,Satinder P. Singh
1139,28052,Makoto Yokoo
1140,28073,Nikos A. Vlassis
1141,28089,Qiang Ji
1142,28106,Sridhar Mahadevan
1143,28134,Richard Maclin
1144,28201,Gautam Biswas
1145,28244,Roni Khardon
1146,28251,Masayuki Numao
1147,28254,Sylvie Thiébaux
1148,28270,Austin Tate
1149,28277,Larry A. Rendell
1150,28282,Todd C. Mowry
1151,28293,Martin Müller 0003
1152,28330,Michail G. Lagoudakis
1153,28375,Manolis Koubarakis
1154,28376,Spiros Skiadopoulos
1155,28382,Stefan Kramer
1156,28393,Miroslav Kubat
1157,28396,Jeff G. Schneider
1158,28397,Yiming Yang
1159,28418,Dan I. Moldovan
1160,28442,Niels Landwehr
1161,28443,Kristian Kersting
1162,28444,Luc De Raedt
1163,28445,Andrea Passerini
1164,28446,Terran Lane
1165,28453,Pedro Meseguer
1166,28540,Jure Leskovec
1167,28541,Natasa Milic-Frayling
1168,28542,Marko Grobelnik
1169,28572,Marie-Christine Rousset
1170,28573,Anand Rajaraman
1171,28581,Lawrence Carin
1172,28582,Jinyan Li
1173,28584,Limsoon Wong
1174,28585,Jian Pei
1175,28586,Guozhu Dong
1176,28594,Paolo Liberatore
1177,28600,Prasad Tadepalli
1178,28624,Wee Sun Lee
1179,28641,Xiaoli Li
1180,28662,Shai Ben-David
1181,28664,Charles X. Ling
1182,28737,Paolo Avesani
1183,28752,Jude W. Shavlik
1184,28771,Omid Madani
1185,28789,Mausam
1186,28797,Mark T. Maybury
1187,28816,Xuerui Wang
1188,28824,Gregory F. Cooper
1189,28826,Deborah L. McGuinness
1190,28880,Bamshad Mobasher
1191,28967,Nic Wilson
1192,29003,Yoshua Bengio
1193,29014,Hiroshi Motoda
1194,29023,Stephen Muggleton
1195,29034,Rémi Munos
1196,29038,Héctor Muñoz-Avila
1197,29069,Jennifer Neville
1198,29079,Steven Salzberg
1199,29132,Ullas Nambiar
1200,29159,Manabu Okumura
1201,29161,Jun-ichi Tsujii
1202,29212,Jeffrey Junfeng Pan
1203,29226,Panos Kalnis
1204,29247,Bernardo Cuenca Grau
1205,29251,Marius Pasca
1206,29252,Dekang Lin
1207,29261,Gerald Tesauro
1208,29290,Matthai Philipose
1209,29294,Patrice Perny
1210,29338,David S. Wishart
1211,29362,Francesca Rossi
1212,29363,Kristen Brent Venable
1213,29371,Salvatore J. Stolfo
1214,29374,Tom Fawcett
1215,29390,David A. Bell
1216,29394,Ponnuthurai N. Suganthan
1217,29408,Christopher D. Manning
1218,29415,Kunal Punera
1219,29416,Joydeep Ghosh
1220,29441,Jiang Su
1221,29442,Harry Zhang
1222,29448,R. Bharat Rao
1223,29460,Manfred K. Warmuth
1224,29462,Martin Zinkevich
1225,29487,Rosie Jones
1226,29490,Jussi Rintanen
1227,29517,Mehran Sahami
1228,29585,Oliviero Stock
1229,29602,Tobias Scheffer
1230,29833,Rohini K. Srihari
1231,29836,Stefan Decker
1232,29863,Elizabeth Bradley
1233,29883,Peter Struss
1234,29914,Csaba Szepesvári
1235,29916,François Charpillet
1236,29938,J. Stuart Aitken
1237,29939,Jeffrey M. Bradshaw
1238,29981,Ljupco Todorovski
1239,29986,Masaru Tomita
1240,30024,Xin Zhang
1241,30060,Ke Wang
1242,30061,Yabo Xu
1243,30064,Takashi Washio
1244,30068,Aparna S. Varde
1245,30085,Lawrence K. Saul
1246,30117,Amy R. Greenwald
1247,30142,Kiri Wagstaff
1248,30148,Jacques Wainer
1249,30180,Marianne Winslett
1250,30190,Andrew G. Barto
1251,30192,Weng-Keen Wong
1252,30223,Zhi-Hua Zhou
1253,30225,Koby Crammer
1254,30234,Zhongfei (Mark) Zhang
1255,30239,Tomaso Poggio
1256,30241,Jinbo Bi
1257,30252,Fan Li
1258,30269,Peng Zhang
1259,30287,Daniel S. Yeung
1260,30291,Dou Shen
1261,30319,David Zhang
1262,30326,Rong Zhou
1263,30341,HweeHwa Pang
1264,30342,Xingquan Zhu
1265,30343,Yunyao Li
1266,30348,Deng Cai
1267,30349,Xiaofei He
1268,30370,Ingrid Zukerman
1269,30387,Gang Luo
1270,30396,Arthur Gretton
1271,30397,Karsten M. Borgwardt
1272,30399,Bernhard Schölkopf
1273,30400,Alexander J. Smola
1274,30412,Andreas Krause
1275,30413,Joseph M. Hellerstein
1276,30431,Xiaojun Wan
1277,30452,Zhenglu Yang
1278,30454,Masaru Kitsuregawa
1279,30469,Guy Shani
1280,30472,Dan Klein
1281,30482,Lirong Xia
1282,30484,Tony Veale
1283,30487,Sinno Jialin Pan
1284,30506,Katsumi Inoue
1285,30507,Chiaki Sakama
1286,30523,Yi-Dong Shen
1287,30548,Gao Cong
1288,30558,Philipp Cimiano
1289,30562,Weizhu Chen
1290,30563,Zheng Chen
1291,30593,Nicolas Maudet
1292,30601,Christopher Meek
1293,30631,Trevor J. M. Bench-Capon
1294,30634,Qiankun Zhao
1295,30648,Christophe Lecoutre
1296,30653,Pascal Hitzler
1297,30670,Ariel D. Procaccia
1298,30672,Fei Wang
1299,30673,Changshui Zhang
1300,30686,Wen-Lian Hsu
1301,30695,Xiaojin Zhu
1302,30714,Gui-Rong Xue
1303,30725,Jan Ramon
1304,30752,Alexandru Niculescu-Mizil
1305,30764,Shie Mannor
1306,30767,Ruihua Song
1307,30773,Jianhua Feng
1308,30793,Tak-Lam Wong
1309,30825,Terry R. Payne
1310,30830,Masashi Sugiyama
1311,30852,Tao Chen
1312,30860,Glenn Fung
1313,30862,Steven C. H. Hoi
1314,30881,Indrajit Bhattacharya
1315,30884,Vittorio Castelli
1316,30925,Masahiro Kimura
1317,30938,Bo Long
1318,31006,Jun Wang
1319,31013,Wolfgang Faber
1320,31014,Nicola Leone
1321,31030,Daniel Borrajo
1322,31090,Feiping Nie
1323,31091,Shiming Xiang
1324,31092,Shuicheng Yan
1325,31111,Cong Yu
1326,31114,Daoqiang Zhang
1327,31115,Songcan Chen
1328,31149,Yunbo Cao
1329,31155,Seungjin Choi
1330,31156,Yonatan Aumann
1331,31184,David R. Karger
1332,31222,Bin Yu
1333,31254,Max Welling
1334,31269,Xiaoou Tang
1335,31273,Kurt Driessens
1336,31310,Ralf Herbrich
1337,31311,Thore Graepel
1338,31319,Siegfried Nijssen
1339,31327,Anthony Tomasic
1340,31355,Bin Cao
1341,31369,Shenghuo Zhu
1342,31371,Yun Chi
1343,31372,Yihong Gong
1344,31379,Panagiotis Karras
1345,31380,Xing Xie
1346,31401,Dacheng Tao
1347,31420,Chun Chen
1348,31422,Jiajun Bu
1349,31428,Yan Liu 0002
1350,31430,Thomas Lukasiewicz
1351,31450,Marcus Hutter
1352,31453,Seung-won Hwang
1353,31515,Bin Cui
1354,31527,Yi Chang
1355,31528,Zhaohui Zheng
1356,31538,Michael R. Lyu
1357,31562,Daniel Kifer
1358,31563,Yangqiu Song
1359,31564,Shixia Liu
1360,31600,Cheng-Lin Liu
1361,31632,Luo Si
1362,31676,Haifeng Liu
1363,31679,Michael K. Ng
1364,32690,Jian Li
1365,32795,Kun Liu
1366,32804,Lusheng Wang
1367,32879,Edward Y. Chang
1368,32890,Sumit Ganguly
1369,32893,Andrei Z. Broder
1370,32961,Wing-Kin Sung
1371,33008,Enric Plaza
1372,33014,Jürgen Schmidhuber
1373,33047,Michal Pechoucek
1374,33070,Rudolf Bayer
1375,33135,Gábor Lugosi
1376,33136,Olivier Bousquet
1377,33341,Johann Eder
1378,33348,Theodoros Evgeniou
1379,33349,Massimiliano Pontil
1380,33399,Georgios Paliouras
1381,33415,Giovanni Semeraro
1382,33670,Michael Dahlin
1383,33679,Janez Demsar
1384,33708,Tieniu Tan
1385,33750,Stan Z. Li
1386,33798,Josef Kittler
1387,33799,Richard C. Wilson
1388,33808,Santanu Chaudhury
1389,33976,Eam Khwang Teoh
1390,33987,In-So Kweon
1391,34027,Zhi-Qiang Liu
1392,34087,Dinggang Shen
1393,34118,Pengfei Shi
1394,34178,Yi Lu
1395,34341,Qi Zhang
1396,34381,Paul L. Rosin
1397,34384,Daijin Kim
1398,34433,Weiming Hu
1399,34488,Chi Lap Yip
1400,34526,Louis Wehenkel
1401,34617,Kuo-Chin Fan
1402,34641,Huidong Jin
1403,34754,Jing Li
1404,34824,Lei Zhang 0006
1405,34861,Richard Nock
1406,34890,Ulf Brefeld
1407,34919,Xian-Sheng Hua
1408,34921,Jialie Shen
1409,34922,Jing-Yu Yang
1410,35178,Igor Kononenko
1411,35302,Pong Chi Yuen
1412,35343,Matti Pietikäinen
1413,35515,Takeaki Uno
1414,35633,James C. Bezdek
1415,35634,Nikhil R. Pal
1416,35723,Qi He
1417,36020,Yookun Cho
1418,36067,Christopher Leckie
1419,37096,Pasi Fränti
1420,37249,Mario A. Nascimento
1421,37510,Zheru Chi
1422,37566,Naoki Abe
1423,37571,Rolf Backofen
1424,37618,Mehryar Mohri
1425,37654,John D. Lafferty
1426,37670,Shivakumar Vaithyanathan
1427,37830,Hang Li
1428,37879,Lee-Feng Chien
1429,37926,K. Bretonnel Cohen
1430,38093,ChengXiang Zhai
1431,38136,Carol Friedman
1432,38245,Alessandro Moschitti
1433,38503,Kenji Yamanishi
1434,38551,Pietro Torasso
1435,38588,Kam-Fai Wong
1436,38611,Iadh Ounis
1437,38632,Hongfang Liu
1438,38682,Jian-Yun Nie
1439,38806,Hiroshi Nakagawa
1440,38840,Sophia Ananiadou
1441,38857,Patrick Pantel
1442,38984,Binyamin Rosenfeld
1443,39024,Peer Bork
1444,39127,Jin Wang
1445,39146,W. John Wilbur
1446,39362,Eric P. Xing
1447,39442,Ronan Collobert
1448,39443,Jason Weston
1449,39450,Roberto Basili
1450,39490,Shan Wang
1451,39531,Hugo Zaragoza
1452,39562,Shenghua Bao
1453,39567,Randy Goebel
1454,39617,Raymond T. Ng
1455,39689,Jamie Callan
1456,39696,Eugene Agichtein
1457,39733,Vanja Josifovski
1458,39740,Masatoshi Yoshikawa
1459,39741,Shunsuke Uemura
1460,39815,Duo Zhang
1461,39841,Kai Yu
1462,39850,Peter A. Flach
1463,39899,Laura Chiticariu
1464,39900,Rajasekar Krishnamurthy
1465,39901,Sriram Raghavan
1466,39985,See-Kiong Ng
1467,39994,Nello Cristianini
1468,40025,Dawei Song
1469,40128,Vikas Sindhwani
1470,40158,Venkatesan T. Chakaravart
1471,40268,Chih-Jen Lin
1472,40279,Craig Saunders
1473,40360,Dale A. Schoenefeld
1474,40361,Roger L. Wainwright
1475,40386,Bharat K. Bhargava
1476,40775,Fereidoon Sadri
1477,40805,Chaman L. Sabharwal
1478,41079,E. K. Park
1479,41243,Andrew B. Whinston
1480,41271,Yiu-Kai Ng
1481,41406,Roy Rada
1482,41793,Barbara Simons
1483,41914,Özgür Ulusoy
1484,41964,Qiang Wang
1485,42009,Maurice V. Wilkes
1486,42068,Ming Zhang
1487,42247,Wenliang Du
1488,42265,Mikhail J. Atallah
1489,42505,Radu Sion
1490,42545,Mirko Viroli
1491,42634,Luc Bouganim
1492,42635,Daniela Florescu
1493,42671,Paolo Ciaccia
1494,43174,Pietro Liò
1495,43561,Evimaria Terzi
1496,43704,Chinya V. Ravishankar
1497,44108,Sharad Mehrotra
1498,44220,Rui Zhang 0003
1499,44320,Jaideep Vaidya
1500,44321,Vijayalakshmi Atluri
1501,44398,Ting Yu
1502,44458,Hugh E. Williams
1503,44496,Falk Schreiber
1504,44558,Arthur H. M. ter Hofstede
1505,44614,Graham J. Williams
1506,44736,Jiuyong Li
1507,44808,Simeon J. Simoff
1508,44873,Boualem Benatallah
1509,45273,Mohamed Medhat Gaber
1510,45330,Takao Miura
1511,45600,Alex Delis
1512,45896,Antoni Olivé
1513,46082,Mariano P. Consens
1514,46084,Per-Åke Larson
1515,46086,Frank Wm. Tompa
1516,46107,Parke Godfrey
1517,46118,Hongjun Lu
1518,46143,Ravi Krishnamurthy
1519,46161,Neoklis Polyzotis
1520,46187,François Bry
1521,46188,Peer Kröger
1522,46210,Ulrich Güntzer
1523,46232,Caetano Traina Jr.
1524,46233,Agma J. M. Traina
1525,46243,Myra Spiliopoulou
1526,46273,Bonghee Hong
1527,46293,SangKeun Lee
1528,46297,Sara Cohen
1529,46321,Anna Formica
1530,46340,Asuman Dogac
1531,46356,Carles Farré
1532,46357,Toni Urpí
1533,46424,Sang Kyun Cha
1534,46425,Antonella Guzzo
1535,46434,Sven Groppe
1536,46448,Andreas Henrich
1537,46477,Marzena Kryszkiewicz
1538,46489,Simonas Saltenis
1539,46535,Rada Chirkova
1540,46545,Xuemin Lin
1541,46554,George Samaras
1542,46588,Michael H. Böhlen
1543,46606,Hiroyuki Kitagawa
1544,46607,Yoshiharu Ishikawa
1545,46608,Atsuyuki Morishima
1546,46649,Luigi Palopoli
1547,46650,Giorgio Terracina
1548,46715,Christos Doulkeridis
1549,46724,Stéphane Bressan
1550,46759,Bing Wang
1551,46768,Jef Wijsen
1552,46772,Guoren Wang
1553,46777,Pavel Zezula
1554,46822,Nicolas Spyratos
1555,46887,Yossi Matias
1556,46905,Luigi Pontieri
1557,46914,Foto N. Afrati
1558,47017,Domenico Beneventano
1559,47044,Laks V. S. Lakshmanan
1560,47054,Johann Gamper
1561,47068,Olivier Pivert
1562,47075,Catriel Beeri
1563,47101,Yidong Yuan
1564,47103,Sang-Wook Kim
1565,47105,Henderik Alex Proper
1566,47106,Patrick van Bommel
1567,47110,Michael E. Houle
1568,47114,Takahiro Hara
1569,47115,Federica Mandreoli
1570,47127,Werner Kießling
1571,47129,Xiaofang Zhou
1572,47138,Anne H. H. Ngu
1573,47147,Theo P. van der Weide
1574,47159,Jeffrey Xu Yu
1575,47173,Heng Tao Shen
1576,47186,Haifeng Jiang
1577,47187,Wei Wang 0011
1578,47208,Marco Patella
1579,47215,Sang-goo Lee
1580,47242,Danilo Montesi
1581,47255,Dieter Merkl
1582,47259,Noureddine Mouaddib
1583,47261,Inderpal Singh Mumick
1584,47262,Oded Shmueli
1585,47278,Wee Keong Ng
1586,47284,Shankar Pal
1587,47298,Osmar R. Zaïane
1588,47303,Qing Zhang
1589,47344,Eljas Soisalon-Soininen
1590,47346,Zi Huang
1591,47402,Xingzhi Sun
1592,47767,Himanshu Gupta
1593,47775,Ulrich Rückert
1594,48088,Fabio Crestani
1595,48116,Christian Böhm
1596,48118,Matthias Schubert
1597,48120,Sourav S. Bhowmick
1598,48156,Carlos Ordonez
1599,48163,Boris Chidlovskii
1600,48165,Graham Cormode
1601,48168,Antonio Si
1602,48219,Wen-Syan Li
1603,48230,Hagit Shatkay
1604,48233,Chabane Djeraba
1605,48234,Henri Briand
1606,48292,King-Lup Liu
1607,48348,Longbing Cao
1608,48359,Arbee L. P. Chen
1609,48392,Jin Huang
1610,48405,Stefano Ferilli
1611,48406,Nicola Di Mauro
1612,48407,Teresa Maria Altomare Bas
1613,48437,Ada Wai-Chee Fu
1614,48441,João Gama
1615,48473,Ting Chen
1616,48482,Hector Gonzalez
1617,48489,John Shawe-Taylor
1618,48494,Olfa Nasraoui
1619,48592,Hua Li
1620,48617,Alessandro Sperduti
1621,48698,Bin He
1622,48758,Frank Klawonn
1623,48780,Hongyan Liu
1624,48834,Xiaodan Zhang
1625,48909,Xue-wen Chen
1626,48978,Christoph F. Eick
1627,49108,Juanzi Li
1628,49152,Christel Vrain
1629,49213,Jing Gao
1630,49241,Jiangtao Ren
1631,49267,Joshua Zhexue Huang
1632,49286,Xiaohua Hu
1633,49488,Yunjun Gao
1634,49495,Fausto Rabitti
1635,49570,Roland Wagner
1636,49637,Scott T. Leutenegger
1637,49770,Jan Vanthienen
1638,49984,Michèle Sebag
1639,50611,Stuart E. Madnick
1640,50784,Ehud Gudes
1641,51079,Sakti Pramanik
1642,52388,Sonia Bergamaschi
1643,52497,Qiming Chen
1644,52739,Yuan Yan Tang
1645,52808,Michael Schroeder
1646,53217,Mona Singh
1647,53511,Hasan M. Jamil
1648,53538,Fosca Giannotti
1649,53555,Salvatore Ruggieri
1650,53579,Evelina Lamma
1651,53580,Paola Mello
1652,53603,Giovanna Guerrini
1653,53633,Francesco Scarcello
1654,53639,Floriana Esposito
1655,53640,Nicola Fanizzi
1656,53641,Donato Malerba
1657,53673,Giuseppe Manco
1658,53696,Fabrizio Riguzzi
1659,53707,Vítor Santos Costa
1660,53753,Oscar Pastor
1661,53800,Francesca A. Lisi
1662,53849,Michael R. Berthold
1663,53958,Mark T. Keane
1664,54133,Marco Maggini
1665,54157,Wei-Ying Ma
1666,54215,Henry Tirri
1667,54361,Xin Zhou
1668,54536,Aijun An
1669,54540,Xiangji Huang
1670,54554,Mohamed S. Kamel
1671,54751,Samy Bengio
1672,54802,Marc Sebban
1673,54864,Robert J. Hilderman
1674,54935,José Francisco Martínez T
1675,54942,Robert P. W. Duin
1676,54963,Djamel A. Zighed
1677,54975,Mario Marchand
1678,55322,Alessandra Lumini
1679,55323,Loris Nanni
1680,56073,Alexandros Labrinidis
1681,56453,Mohamed E. Fayad
1682,56905,Kwong-Sak Leung
1683,56971,Ying Xu
1684,57113,Padraig Cunningham
1685,58729,Jia Li
1686,58967,Joachim Selbig
1687,59007,Claudio Bettini
1688,59026,Annalisa Appice
1689,59027,Michelangelo Ceci
1690,59038,Paolo Terenziani
1691,59046,Marco Botta
1692,59057,Giovanni Soda
1693,59184,Peter J. F. Lucas
1694,59245,Shan-Hwei Nienhuys-Cheng
1695,59264,Clara Pizzuti
1696,59315,Gabriella Pasi
1697,59346,Claudia d'Amato
1698,59487,Riccardo Bellazzi
1699,59514,Carlo Combi
1700,59526,Dragan Gamberger
1701,59560,Alberto Riva
1702,59664,Bart De Moor
1703,59665,Yves Moreau
1704,59668,Bruno Crémilleux
1705,59837,Volker Tresp
1706,59936,Amedeo Napoli
1707,60094,Marko Robnik-Sikonja
1708,60358,Rómer Rosales
1709,60385,Zhiyong Huang
1710,60766,Patrick Doherty
1711,60888,Antonis C. Kakas
1712,60939,Florent Masseglia
1713,61040,Fritz Wysotzki
1714,61458,Alvin T. S. Chan
1715,61881,Byunggu Yu
1716,61941,Jan-Ming Ho
1717,62021,Man Hon Wong
1718,62151,Saman K. Halgamuge
1719,62458,Shian-Shyong Tseng
1720,62718,Kun Zhang
1721,62753,Wei Hong
1722,62823,Alex Thomo
1723,63045,Melanie Hilario
1724,63083,Youping Deng
1725,63159,Atsuhiro Takasu
1726,63954,Rahul Singh
1727,64147,Elisabeth Métais
1728,64322,Patrick Gallinari
1729,64334,Shengrui Wang
1730,64486,Anne Laurent
1731,64721,Alessandro Campi
1732,65719,Harry Wechsler
1733,66080,V. Richard Benjamins
1734,66234,Hong Cheng
1735,66305,Soumya Ray
1736,66449,Tie-Yan Liu
1737,66485,Hua-Jun Zeng
1738,66491,Shaoping Ma
1739,66493,Liyun Ru
1740,66503,Benyu Zhang
1741,66587,Won Suk Lee
1742,66843,Kalervo Järvelin
1743,66875,Hiroshi Mamitsuka
1744,66888,Tu Bao Ho
1745,66998,Kwang-Hyun Cho
1746,67001,Sungwon Jung
1747,67192,Kanishka Bhaduri
1748,67194,Hillol Kargupta
1749,67328,Magnus Rattray
1750,67734,Peter Dadam
1751,67878,Balachander Krishnamurthy
1752,67887,Peter Winkler
1753,67960,Jens Stoye
1754,67982,Suresh Venkatasubramanian
1755,68269,Ravi Janardan
1756,68465,Tatsuya Akutsu
1757,68470,Tijl De Bie
1758,68474,Peter Auer
1759,68492,Nicolò Cesa-Bianchi
1760,68495,Hiroki Arimura
1761,68515,Rocco A. Servedio
1762,68521,Avrim Blum
1763,68535,Sally A. Goldman
1764,68550,Alvis Brazma
1765,68566,Alex J. Smola
1766,68572,S. V. N. Vishwanathan
1767,68586,Piotr Indyk
1768,68619,Tetsuhiro Miyahara
1769,68622,Ross D. King
1770,68633,Corinna Cortes
1771,68635,Adam Kowalczyk
1772,68636,Olivier Chapelle
1773,68642,Henrik Boström
1774,68646,Takayoshi Shoudai
1775,68647,Tomoyuki Uchida
1776,68661,Satoru Miyano
1777,68670,Robert E. Schapire
1778,68674,M. Narasimha Murty
1779,68714,Gunnar Rätsch
1780,68737,Stefan Wrobel
1781,68741,Setsuo Ohsuga
1782,68745,Yishay Mansour
1783,68747,Claudio Gentile
1784,68785,Peter L. Bartlett
1785,68786,Le Song
1786,68814,Suvrit Sra
1787,68815,Arindam Banerjee
1788,68827,Mineichi Kudo
1789,68996,Michael Benedikt
1790,69092,Robert Giegerich
1791,69296,Mehmet Altinel
1792,69298,Ugur Çetintemel
1793,69341,Jae Soo Yoo
1794,69520,Bir Bhanu
1795,69772,Lei Zhang 0001
1796,69845,Einoshin Suzuki
1797,70040,Ryen W. White
1798,70060,Gary Marchionini
1799,70072,Hari Sundaram
1800,70095,Akrivi Vlachou
1801,70204,Ernst Dieter Gilles
1802,70254,Daniel Fischer
1803,70595,Stefan Schaal
1804,70683,Yue Xu
1805,70684,Yuefeng Li
1806,70725,Hong Yan
1807,70827,Kai Ming Ting
1808,70869,Yanchang Zhao
1809,70917,Aixin Sun
1810,70981,Bin Chen
1811,71003,Toshihisa Takagi
1812,71517,Werner Dubitzky
1813,72555,Qi Liu
1814,73190,Douglas B. Kell
1815,73664,Mohamed Fayad
1816,73894,George H. L. Fletcher
1817,74138,Peter Kunath
1818,74139,Alexey Pryakhin
1819,74140,Matthias Renz
1820,74149,Vladimir Brusic
1821,74150,Wen-Hsiung Li
1822,74172,Philip E. Bourne
1823,74183,Chien-Yu Chen
1824,74208,Geoffrey J. McLachlan
1825,74234,Masao Nagasaki
1826,74275,Somnath Datta
1827,74276,Susmita Datta
1828,74297,M. Michael Gromiha
1829,74309,Korbinian Strimmer
1830,74343,Alan Wee-Chung Liew
1831,74384,Gang Wu
1832,74406,Jun Huan
1833,74423,Thomas Mailund
1834,74429,Daniel H. Huson
1835,74440,Kiyoshi Asai
1836,74454,Holger Fröhlich
1837,74495,Alfonso Valencia
1838,74519,Marcel J. T. Reinders
1839,74530,Graziano Pesole
1840,74534,Arthur Zimek
1841,74554,Luonan Chen
1842,74589,Régis Saint-Paul
1843,77121,Francisco Azuaje
1844,77222,Fazel Famili
1845,77818,Andrew McGregor
1846,77836,Sanjeev Khanna
